ID,Title,Author,Year,Data Origin,Visual Dim,Space Scale Start,Space Scale Finish,Time Scale Start,Time Scale Finish,Space-Time-Levels,Level,Multi scale,Human,Phys/Anat,Survey ModelMethodtool,Exploration,Analysis,Communication,Purpose test,Purpose comment,Process,Process,Structure,Origin,Concept,Image Name,Bibtex Authors,Abstract,Keywords,Future work,DOI,in vitaLITy?,in paper?
272,Visual Analysis of Integrated Resting State Functional Brain Connectivity and Anatomy,van Dixhoorn et al.,2010,fMRI,3,-3,-2,0,0,Organ,Organ,0,1,Physiology,Tool,0.25,0.75,0,1,visual analysis of functional connectivity data with coupled views,brain activity (functional connectivity),brain function,brain,Vis,van Dixhoorn et al. presented GRACE: a visual analysis application that combine the strengths of the two-dimensional representations with three dimensional network and iso-surface visualizations for studying connectivity in resting-state functional MRI data that couples information and scientific visualization views.,vanDixhoorn.jpg,"van Dixhoorn, Andre F. van; Vissers, Bastijn H.; Ferrarini, Luca; Milles, Julien; Botha, Charl P.","Resting state functional magnetic resonance imaging (rs-fMRI) is an important modality in the study of the functional architecture of the human brain. The correlation between the resting state fMRI activity traces of different brain regions indicates to what extent they are functionally connected. rs-fMRI data typically consists of a matrix of correlations, also denoted as functional correlations, between regions in the brain. Visualization is required for a good understanding of the data. Several well-known representations have been used to visualize this type of data, including multi-dimensional scaling, spring embedding, scatter plots and network visualization. None of these methods provide the ability to show the functional correlation in relation to the anatomical distance and position of the regions, while preserving the ability to quickly identify outliers in the data. In this paper, a visual analysis application is presented that overcomes this limitation by combining the strengths of the two-dimensional representations with three dimensional network and iso-surfacing visualizations. We show how the application facilitates rs-fMRI connectivity research by means of a case study evaluation.","3D view, network, scatter plot, brushing, filtering",Visualizing change over time to visualize differences between different subjects,10.2312/VCBM/VCBM10/057-064,y-lower grp,
274,Exploration of 4D MRI Blood Flow using Stylistic Visualization,van Pelt et al.,2010,MRI,3,-3,-2,-2,0,Organ,Organ,0,1,Physiology,Method,0.5,0.5,0,1,"illustrative visualization approach applied to clearly convey properties of blood flow using visual abstraction, visual analysis",blood flow (hemodynamics),blood flow,Heart,Vis,Using illustrative techniques to visualize 4D blood flow information,pelt2010.jpg,"Pelt, R. van; Bescos, J. Olivan; Breeuwer, M.; Clough, R. E.; Gröller, E.; Romenij, B. ter Haar; Vilanova, A.","Insight into the dynamics of blood-flow considerably improves the understanding of the complex cardiovascular system and its pathologies. Advances in MRI technology enable acquisition of 4D blood-flow data, providing quantitative blood-flow velocities over time. The currently typical slice-by-slice analysis requires a full mental reconstruction of the unsteady blood-flow field, which is a tedious and highly challenging task, even for skilled physicians. We endeavor to alleviate this task by means of comprehensive visualization and interaction techniques. In this paper we present a framework for pre-clinical cardiovascular research, providing tools to both interactively explore the 4D blood-flow data and depict the essential blood-flow characteristics. The framework encompasses a variety of visualization styles, comprising illustrative techniques as well as improved methods from the established field of flow visualization. Each of the incorporated styles, including exploded planar reformats, flow-direction highlights, and arrow-trails, locally captures the blood-flow dynamics and may be initiated by an interactively probed vessel cross-section. Additionally, we present the results of an evaluation with domain experts, measuring the value of each of the visualization styles and related rendering parameters.","flow visualization, arrows, pathlines, color coded","Other illustrative techniques such as the line perception could be enhanced by means of shadows or halo effects. Additionally, more elaborate opacity mappings could be applied to the presented line primitives, highlighting only the curves that portray certain properties of interest.",10.1109/TVCG.2010.153,y-lower grp,
273,Interactive Virtual Probing of 4D MRI Blood-Flow,van Pelt et al.,2011,MRI,3,-3,-2,-2,0,Organ,Organ,0,1,Physiology,Method,1,0,0,1,interactive exploration of flow patterns in vessel with aid of virtual probe to precede quantitative analysis,blood flow (hemodynamics),blood flow,Heart,Vis,Interactive virtual probe serves as a navigational object for visual exploration of 4D blood flow data,pelt2011.jpg,"Pelt, R. van; Bescos, J. Olivan; Breeuwer, M.; Clough, R. E.; Gröller; Romeny, B. ter Haar; Vilanova, A.","Better understanding of hemodynamics conceivably leads to improved diagnosis and prognosis of cardiovascular diseases. Therefore, an elaborate analysis of the blood-flow in heart and thoracic arteries is essential. Contemporary MRI techniques enable acquisition of quantitative time-resolved flow information, resulting in 4D velocity fields that capture the blood-flow behavior. Visual exploration of these fields provides comprehensive insight into the unsteady blood-flow behavior, and precedes a quantitative analysis of additional blood-flow parameters. The complete inspection requires accurate segmentation of anatomical structures, encompassing a time-consuming and hard-to-automate process, especially for malformed morphologies. We present a way to avoid the laborious segmentation process in case of qualitative inspection, by introducing an interactive virtual probe. This probe is positioned semi-automatically within the blood-flow field, and serves as a navigational object for visual exploration. The difficult task of determining position and orientation along the view-direction is automated by a fitting approach, aligning the probe with the orientations of the velocity field. The aligned probe provides an interactive seeding basis for various flow visualization approaches. We demonstrate illustration-inspired particles, integral lines and integral surfaces, conveying distinct characteristics of the unsteady blood-flow. Lastly, we present the results of an evaluation with domain experts, valuing the practical use of our probe and flow visualization techniques.","flow visualization, clipping, particles, Probing, Illustrative visualization, Multivalued images, Phase-contrast cine MRI","Other types of probe, for example clipping probe, refining probe etc.",10.1109/TVCG.2011.215,y-lower grp,
275,Characterization of blood-flow patterns from phase-contrast MRI velocity fields,van Pelt et al.,2014,PC-MRI,3,-3,-2,0,0,Organ,Organ,0,1,Physiology,Method,0.25,0.75,0,1,visual analysis,heart beat flow,blood flow,heart,Vis,Parametrization of blood flow patterns and visualization based on the pattern matching result,pelt2014.jpg,"Pelt, R. F. P. van; Fuster, A.; Claassen, G. G. H.; Vilanova, A.","Hemodynamic information has proven valuable for analysis of cardiovascular diseases. Aberrant blood-flow patterns, for instance, often relate to disease progression. Magnetic resonance imaging enables blood-flow measurements that provide three-dimensional velocity fields during one heartbeat. However, visual analysis of these data is challenging, because of the abundance and complexity of information. Explicit feature extraction can facilitate the pattern characterization, and hence support visualization techniques to effectively convey anomalous flow areas. In this work, we improve on existing pattern matching methods that characterize blood-flow patterns in volumetric imaging data. To this end, we propose a set of helical and vortical patterns that can be parameterized by a single variable. The characterization performance is validated on both synthetic and imaging blood-flow data. Moreover, we present a comprehensive visualization based on the pattern matching results, enabling semi-quantitative assessment of the patterns in relation to the cardiovascular anatomy.","flow visualization, pathlines, color coded","Parallel implementation, spatiotemporal pattern matching approach",10.2312/eurovisshort.20141158,y-lower grp,
276,Visual Analysis of protein-ligand interactions,Vázquez et al.,2018,MD simulation,2,-10,-7,-15,0,Molecule,Molecule,0,1,Physiology,Method,0.25,0.75,0,0.75,"visual analysis of interactions, binding strength in abstracted views that summarize simulation data in clear way ",molecular interactions,molecular interactions,"molecule, ligand, protein",vis,"system for compact 2D visualization of molecular simulations. omits most spatial information and presents physical information associated to single molecular components and their pairwise interactions through a set of 2D InfoVis tools with coordinated views, suitable interaction, and focus+context techniques to analyze large amounts of data. InfoVis plots include radial plots of protein residues that graph bonds/bond strength between residues.
can analyze different variables of a single simulation, but to compare two different simulations, either with the same protein-ligand pair or with different ligands (briefly shown in the accompanying video), or even to analyze two completely different molecules and drugs (see accompanying video).",vasquez.jpg,"Vázquez, P.; Hermosilla, P.; Guallar, V.; Estrada, J.; Vinacua, A.","The analysis of protein-ligand interactions is complex because of the many factors at play. Most current methods for visual analysis provide this information in the form of simple 2D plots, which, besides being quite space hungry, often encode a low number of different properties. In this paper we present a system for compact 2D visualization of molecular simulations. It purposely omits most spatial information and presents physical information associated to single molecular components and their pairwise interactions through a set of 2D InfoVis tools with coordinated views, suitable interaction, and focus+context techniques to analyze large amounts of data. The system provides a wide range of motifs for elements such as protein secondary structures or hydrogen bond networks, and a set of tools for their interactive inspection, both for a single simulation and for comparing two different simulations. As a result, the analysis of protein-ligand interactions of Molecular Simulation trajectories is greatly facilitated.
","molecular dynamics, infovis, energy, binding affinity","In the future we want to display other information such as contacts or torsion profiles, as well as the availability of a detailed inspection mode, for example, to identify a specific atom in a particular bond or get per-frame information about the fluctuation.",10.1111/cgf.13428,n,y
277,CG2AT2: An Enhanced Fragment-based approach for Serial Multi-scale Molecular Dynamics simulations,Vickery et al.,2021,simulation,3,-10,-7,-9,0,Molecule,Molecule,1,0,Physiology,Method,0,1,0,1,"clear search/query target: locate difficult small-molecule ligand coordination sites, lipid binding sites, and protein–protein interactions",molecular interactions,molecular interactions,molecule,computational biology,"enhanced fragment-based protocol for converting macromolecular complexes from coarse-grained to atomistic resolution, for further refinement and analysis, can work with GROMACS topologies (plugin to PyMol for molecular dynamics)",vickery.jpg,"Vickery, Owen N.; Stansfeld, Phillip J.","Coarse-grained molecular dynamics provides a means for simulating the assembly and interactions of macromolecular complexes at a reduced level of representation, thereby allowing both longer timescale and larger sized simulations. Here, we describe an enhanced fragment-based protocol for converting macromolecular complexes from coarse-grained to atomistic resolution, for further refinement and analysis. While the focus is upon systems that comprise an integral membrane protein embedded in a phospholipid bilayer, the technique is also suitable for membrane-anchored and soluble protein/nucleotide complexes. Overall, this provides a method for generating an accurate and well-equilibrated atomic-level description of a macromolecular complex. The approach is evaluated using a diverse test set of 11 system configurations of varying size and complexity. Simulations are assessed in terms of protein stereochemistry, conformational drift, lipid/protein interactions, and lipid dynamics.",molecular dynamics,--,10.1021/acs.jctc.1c00295,n,
278,"Visualization and correction of automated segmentation, tracking and lineaging from 5-D stem cell image sequences",Wait et al.,2014,Microscope,3,-7,-4,3,5,"Cell, Tissue",Cell,0,1,Physiology,Method,0.5,0.5,0,1,"segmentation, direct visualization, with visual analysis and summarization","cell reproduction, cell migration/adhesion to vascular structures (cells doing things in their environment, dividing in respose to environment)",cell interactions,cell,Vis,Visualization of cell lineage evolution. Together coupled direct spatial visualization with network visualization depicting cell lineage evolution.,wait.jpg,"Wait, Eric; Winter, Mark; Bjornsson, Chris; Kokovay, Erzsebet; Wang, Yue; Goderie, Susan; Temple, Sally; Cohen, Andrew R.","Background: Neural stem cells are motile and proliferative cells that undergo mitosis, dividing to produce daughter cells and ultimately generating differentiated neurons and glia. Understanding the mechanisms controlling neural stem cell proliferation and differentiation will play a key role in the emerging fields of regenerative medicine and cancer therapeutics. Stem cell studies in vitro from 2-D image data are well established. Visualizing and analyzing large three dimensional images of intact tissue is a challenging task. It becomes more difficult as the dimensionality of the image data increases to include time and additional fluorescence channels. There is a pressing need for 5-D image analysis and visualization tools to study cellular dynamics in the intact niche and to quantify the role that environmental factors play in determining cell fate. Results: We present an application that integrates visualization and quantitative analysis of 5-D (x,y,z,t,c h a n n e l) and large montage confocal fluorescence microscopy images. The image sequences show stem cells together with blood vessels, enabling quantification of the dynamic behaviors of stem cells in relation to their vascular niche, with applications in developmental and cancer biology. Our application automatically segments, tracks, and lineages the image sequence data and then allows the user to view and edit the results of automated algorithms in a stereoscopic 3-D window while simultaneously viewing the stem cell lineage tree in a 2-D window. Using the GPU to store and render the image sequence data enables a hybrid computational approach. An inference-based approach utilizing user-provided edits to automatically correct related mistakes executes interactively on the system CPU while the GPU handles 3-D visualization tasks. Conclusions: By exploiting commodity computer gaming hardware, we have developed an application that can be run in the laboratory to facilitate rapid iteration through biological experiments. We combine unsupervised image analysis algorithms with an interactive visualization of the results. Our validation interface allows for each data set to be corrected to 100% accuracy, ensuring that downstream data analysis is accurate and verifiable. Our tool is the first to combine all of these aspects, leveraging the synergies obtained by utilizing validation information from stereo visualization to improve the low level image processing tasks.","network, volume, mesh",---,10.1186/1471-2105-15-328,n,
279,Membrane mapping: combining mesoscopic and molecular cell visualization,Waltemate et al. ,2014,"Simulation, X-ray crystallography, nmr, em ",3,-10,-5,-9,0,"Molecule, Organelle",Cell,1,1,Physiology ,Tool,0.5,0,0.5,1,"explore visualization of the output of detailed MD simulations on an atomistic level, see what actual molecules look like, however not for the whole cell but only for a small region of interest; education on cell and inner molecular dynamics ",molecular dynamics on whole-cell level,cell dynamics,moelcules,Vis,"approach allows to visualize and map pre-computed molecular dynamics simulations of membrane patches to mesoscopic structures in real-time. This enables the visualization of whole cells on a mesoscopic level with an interactive magnifier tool for inspecting their molecular structure and dynamic behavior.
",waltermate.jpg,"Waltemate, T., Sommer, B. and Botsch, M.","Three-dimensional cell visualization is an important topic in today's cytology-affiliated community. Cell illustrations and animations are used for scientific as well as for educational purposes. Unfortunately, there exist only few tools to support the cell modeling process on a molecular level. A major problem is the immense intracellular size variation between relatively large mesoscopic cell components and small molecular membrane patches. This makes both modeling and visualization of whole cells a challenging task.
In this paper we propose Membrane Mapping as an interactive tool for combining the mesoscopic and molecular level. Based on instantly computed local parameterizations we map patches of molecular membrane structures onto user-selected regions of cell components. By designing an efficient and GPU-friendly mapping technique, our approach allows to visualize and map pre-computed molecular dynamics simulations of membrane patches to mesoscopic structures in real-time. This enables the visualization of whole cells on a mesoscopic level with an interactive magnifier tool for inspecting their molecular structure and dynamic behavior.","cell membrane, molecular dynamics, lipids, lipid bilayer","In the future, our visualization could be improved by using smoothed normal fields for deferred shading and semi-transparent rendering of cell component surfaces. A spline-based mapping could avoid discontinuities across patch boundaries even in high curvature regions. In addition, a user study evaluating our visualization metaphor would be highly interesting. We also plan to integrate the Membrane Mapping method into the CELLmicrocosmos software.",10.5555/2855637.2855651,y-upper grp,
280,Uncertainty Footprint: Visualization of Nonuniform Behavior of Iterative Algorithms Applied to 4D Cell Tracking,"Wan, Hansen",2017,microscopy,2,-7,-4,-3,2,Cell,Cell,0,1,Physiology ,Tool,0.25,0.75,0,1,"explore microscopy data of live cells to track their movements, understand uncertainty of cell tracking from segmentation (segmentation via EM algorithm) using histograms",cell movement,cell interactions,cell,vis,"In this paper, we present the uncertainty footprint, a method to quantify, visualize, and analyze uncertainties in an iterative process without explicit prior knowledge about its uncertainty. Our study shows a promising and potentially useful metric for objective and self-contained validation for a 4D cell tracking workflow. We also regard it a generally applicable method. ",wan.jpg,"Wan, Y.; Hansen, C.","Research on microscopy data from developing biological samples usually requires tracking individual cells over time. When cells are three-dimensionally and densely packed in a time-dependent scan of volumes, tracking results can become unreliable and uncertain. Not only are cell segmentation results often inaccurate to start with, but it also lacks a simple method to evaluate the tracking outcome. Previous cell tracking methods have been validated against benchmark data from real scans or artificial data, whose ground truth results are established by manual work or simulation. However, the wide variety of real-world data makes an exhaustive validation impossible. Established cell tracking tools often fail on new data, whose issues are also difficult to diagnose with only manual examinations. Therefore, data-independent tracking evaluation methods are desired for an explosion of microscopy data with increasing scale and resolution. In this paper, we propose the uncertainty footprint, an uncertainty quantification and visualization technique that examines nonuniformity at local convergence for an iterative evaluation process on a spatial domain supported by partially overlapping bases. We demonstrate that the patterns revealed by the uncertainty footprint indicate data processing quality in two algorithms from a typical cell tracking workflow – cell identification and association. A detailed analysis of the patterns further allows us to diagnose issues and design methods for improvements. A 4D cell tracking workflow equipped with the uncertainty footprint is capable of self diagnosis and correction for a higher accuracy than previous methods whose evaluation is limited by manual examinations.","cell tracking, uncertainty", concentrate our efforts on a comprehensive tracking system that can support a broad range of microscopy data.,10.1111/cgf.13204,y-lower grp,y
281,An interactive programming paradigm for realtime experimentation with remote living matter,Washington et al.,2018,microscopy,2,-7,-4,-3,2,Cell,Cell,0,0,Physiology ,Tool,0.25,0.25,0.5,1,"users can visualize movement of euglena cells in a programming environment, can analyze their movements through simple queries, but main idea of this application is to make life sciences and programming accessible to everyone, so there's a strong communication goal here ",cell movement,cell interactions,cell,bioinformatics,"Biology cloud laboratories are an emerging approach to lowering access barriers for life-science experimentation. However, suitable programming approaches and interfaces are lacking for both domain experts and lay users, especially ones that enable interaction with the living matter itself and not just the control of equipment. Here we present a programming paradigm for real-time interactive applications with remotely housed biological systems which is accessible and useful for scientists, programmers, and lay people. Our user studies show that scientists and nonscientists are able to rapidly develop a variety of applications, such as interactive biophysics experiments and games. This paradigm has the potential to make first-hand experiences with biology accessible to all of society and to accelerate the rate of scientific discovery. This paradigm is called Bioty",washington.jpg,"Washington, Peter; Samuel-Gama, Karina G.; Goyal, Shirish; Ramaswami, Ashwin; Riedel-Kruse, Ingmar H.","Recent advancements in life-science instrumentation and automation enable entirely new modes of human interaction with microbiological processes and corresponding applications for science and education through biology cloud laboratories. A critical barrier for remote and on-site life-science experimentation (for both experts and nonexperts alike) is the absence of suitable abstractions and interfaces for programming living matter. To this end we conceptualize a programming paradigm that provides stimulus and sensor control functions for real-time manipulation of physical biological matter. Additionally, a simulation mode facilitates higher user throughput, program debugging, and biophysical modeling. To evaluate this paradigm, we implemented a JavaScript-based web toolkit, “Bioty,” that supports real-time interaction with swarms of phototactic Euglena cells hosted on a cloud laboratory. Studies with remote and on-site users demonstrate that individuals with little to no biology knowledge and intermediate programming knowledge were able to successfully create and use scientific applications and games. This work informs the design of programming environments for controlling living matter in general, for living material microfabrication and swarm robotics applications, and for lowering the access barriers to the life sciences for professional and citizen scientists, learners, and the lay public.","cell movement, cell behavior, real-time interaction, programming envrionment",we propose that there is an emerging need for a more general programming paradigm that allows users to develop applications that enable real-time interaction with the living matter itself.,10.1073/pnas.1815367116,n,y
282,Physiological self-regulation of regional brain activity using real-time functional magnetic resonance imaging (fMRI): methodology and exemplary data,Weiskopf et al.,2003,fMRI,3,-3,-1,0,0,Organ,Organ,0,1,Physiology,Method,1,0,0,1,"visualize data from experiment, overview, as don't entirely know what they're expecting or what data will do as experiment progresses",brain activity,brain function,brain,Medicine,Visualization for fMRI showing changes on blood oxygen level-dependent response,weiskopf.jpg,"Weiskopf, Nikolaus; Veit, Ralf; Erb, Michael; Mathiak, Klaus; Grodd, Wolfgang; Goebel, Rainer; Birbaumer, Niels","A brain– computer interface (BCI) based on real-time functional magnetic resonance imaging (fMRI) is presented which allows human subjects to observe and control changes of their own blood oxygen level-dependent (BOLD) response. This BCI performs data preprocessing (including linear trend removal, 3D motion correction) and statistical analysis on-line. Local BOLD signals are continuously fed back to the subject in the magnetic resonance scanner with a delay of less than 2 s from image acquisition. The mean signal of a region of interest is plotted as a time-series superimposed on color-coded stripes which indicate the task, i.e., to increase or decrease the BOLD signal. We exemplify the presented BCI with one volunteer intending to control the signal of the rostral–ventral and dorsal part of the anterior cingulate cortex (ACC). The subject achieved significant changes of local BOLD responses as revealed by region of interest analysis and statistical parametric maps. The percent signal change increased across fMRI-feedback sessions suggesting a learning effect with training. This methodology of fMRI-feedback can assess voluntary control of circumscribed brain areas. As a further extension, behavioral effects of local self-regulation become accessible as a new field of research.","slice rendering, color coded",---,10.1016/S1053-8119(03)00145-9,n,
283,Actin assembly ruptures the nuclear envelope by prying the lamina away from nuclear pores and nuclear membranes in starfish oocytes,"Wesolowska, Natalia; Avilov, Ivan; Machado, Pedro; Geiss, Celina; Kondo, Hiroshi; Mori, Masashi; Lenart, Peter",2020,microscopy,3,-7,-6,-6,5,"Organelle, Cell",Cell,0,0,Physiology,Method,0.75,0.25,0,1,"explore output of imaging data (live cell and EM), use of glyphs to identify/annotate key features in imaging data related to the rupturing of the nuclear envelope",nuclear envelope rupture,cell dynamics,"nuclear envelope, actin",molecular biology,"A whole-nucleus tile of transmission EM images stitched automatically for the oocyte section shown in panel (B). Symbols around the nucleus correspond to NE rupture intermediates. A symbol legend with examples (crops from the tiled image) is shown to the right. Under each symbol, numbers correspond to the count of these events in the section shown, and the count in two adjacent sections is given in parentheses **Background: The NE must be dismantled at the onset of every cell division to give microtubules access to chromosomes, and then reassembled at the end of division once the chromosomes are segregated.",wesolowska.jpg,"Wesolowska, Natalia; Avilov, Ivan; Machado, Pedro; Geiss, Celina; Kondo, Hiroshi; Mori, Masashi; Lenart, Peter","The nucleus of oocytes (germinal vesicle) is unusually large and its nuclear envelope (NE) is densely packed with nuclear pore complexes (NPCs) that are stockpiled for embryonic development. We showed that breakdown of this specialized NE is mediated by an Arp2/3-nucleated F-actin ‘shell’ in starfish oocytes, in contrast to microtubule-driven tearing in mammalian fibroblasts. Here, we address the mechanism of F-actin-driven NE rupture by correlated live-cell, super-resolution and electron microscopy. We show that actin is nucleated within the lamina, sprouting filopodia-like spikes towards the nuclear membranes. These F-actin spikes protrude pore-free nuclear membranes, whereas the adjoining stretches of membrane accumulate NPCs that are associated with the still-intact lamina. Packed NPCs sort into a distinct membrane network, while breaks appear in ER-like, pore-free regions. We reveal a new function for actin-mediated membrane shaping in nuclear rupture that is likely to have implications in other contexts, such as nuclear rupture observed in cancer cells.","glyph, feature identification/annotation, ",--,10.7554/eLife.49774,n,y
284,Advanced Multi-scale Modelling of the Respiratory System,Wiechert et al.,2011,"simulation, CT",3,-4,-1,-3,0,"Tissue, Organ",Organ,1,1,Physiology,Model,1,0,0,1,visualization serves to allow user to epxlore output of multiscale simulation modules that describe breathing to better understand possible reasons for lung damage/inflammation from placement on a ventilator - can help need to new and better patient-specific ventilation protocols ,breathing,lung function,"alveoli, lung tissue, lungs, bronchi",biochemical engineering,"In this paper, substantial progress towards an overall computational lung model has been presented. Since pulmonary alveoli are the main site of VILI, we established a detailed model of alveolar ensembles considering the influence of the covering surfactant film as well as the soft tissue behaviour. Alveolar behaviour was simulated using both artificial as well as CT-based geometries for the first time. We found that resolving the alveolar morphology is important when investigating local overstretching of lung tissue. On the global level, a homogenised parenchyma model was derived from experimental studies on living lung tissue. An inverse analysis was performed to identify a suitable constitutive model and the corresponding optimal parameter set. Furthermore, we have developed a nested dynamic multi-scale approach to zoom in on local alveolar micro-structures at certain hotspots in the parenchyma model. This strategy enables us to formulate physiologically reasonable boundary conditions for local alveolar ensembles.",wiechert.jpg,"Wiechert, L.; Comerford, A.; Rausch, S.; Wall, W.A.","This chapter is concerned with computational modelling of the respiratory system against the background of acute lung diseases and mechanical ventilation. Conceptually, we divide the lung into two major subsystems, namely the conducting airways and the respiratory zone. Due to their respective complexity, both parts are out of range for a simulation resolving all relevant length scales. Therefore, we develop novel multi-scale approaches taking into account the unresolved parts appropriately. In the respiratory zone, an alveolar ensemble is modelled considering not only tissue behaviour but also the influence of the covering surfactant film. On the global scale, a homogenised parenchyma model is derived from experiments on living lung tissue. At certain hotspots, novel nested multi-scale procedures are utilised to simulate the dynamic behaviour of lung parenchyma as a whole while still resolving alveolar scales locally. In the tracheo-bronchial region, CT-based geometries are employed in fluid-structure interaction simulations. Physiological outflow boundary conditions are derived by considering the impedance of the unresolved parts of the lung in a fully coupled 3D-0D procedure. Finally, a novel coupling approach enables the connection of 3D parenchyma and airway models into one overall lung model for the first time.",Lung Parenchyma; Surface Stress; Apply Physiology; Airway Wall; Multiscale Approach ,investigation of the effect of different ventilation strategies on local stresses and strains in the lungs,10.1007/978-3-642-20326-8_1,n,y
285,A time model for time-varying visualization,Wolter et al.,2009,Simulation,3,-3,-2,0,0,Organ,Organ,0,1,Physiology,Method,0.25,0.75,0,1,"generalized method for visual analysis of unsteady temporal flow in nasal cavities, element of explore since analyzing input data ",nasal airflow,organ-other,Nasal,Vis,general time model which classifies the time frames of simulation phenomena and the connections between different time scales in the analysis process,wolter.jpg,Wolter et al.,"The analysis of unsteady phenomena is an important topic for scientific visualization. Several time-dependent visualization techniques exist, as well as solutions for dealing with the enormous size of time-varying data in interactive visualization. Many current visualization toolkits support displaying time-varying data sets. However, for the interactive exploration of time-varying data in scientific visualization, no common time model that describes the temporal properties which occur in the visualization process has been established. In this work, we propose a general time model which classifies the time frames of simulation phenomena and the connections between different time scales in the analysis process. This model is designed for intuitive interaction with time in visualization applications for the domain expert as well as for the developer of visualization tools. We demonstrate the benefits of our model by applying it to two use cases with different temporal properties.","isosurface, particles",Mixture of discrete and continuous visualization is still open,10.1111/j.1467-8659.2008.01314.x,y - in central body of map,
286,Physiological Fusion of Functional and Structural Data for Cardiac Deformation Recovery,Wong et al.,2010,MRI,3,-3,-2,-2,0,Organ,Organ,0,1,Physiology,Method,1,0,0,1,"direct visualization of model, explore",heart beat,heart function,Heart,Biomedicine,"Fusing together information from different modalities, such as structural information from MRI, and functional data from body surface potential maps, creates more plausible information about the state of patients cardiac functions. Wong et al. \cite{wong:2010} Put together data from multiple sources using a cardiac physiome model as the central link and modeling more complete subject-specific information of cardiac deformation recovery. The transmembrane potentials of the heart is color coded to red, blue and green, and shown as animation, to see the changes in the heart muscle.",wong.jpg,"Wong, Ken C. L.; Wang, Linwei; Zhang, Heye; Shi, Pengcheng","The advancement in meaningful constraining models has resulted in increasingly useful quantitative information recovered from cardiac images. Nevertheless, single-source data used by most of these algorithms have put certain limits on the clinical completeness and relevance of the analysis results, especially for pathological cases where data fusion of multiple complementary sources is essential. As traditional image fusion strategies are typically performed at pixel level by fusing commensurate information of registered images through various mathematical operators, such approaches are not necessarily based on meaningful biological bases, particularly when the data are dissimilar in physical nature and spatiotemporal quantity. In this work, we present a physiological fusion framework for integrating information from different yet complementary sources. Using a cardiac physiome model as the central link, structural and functional data are naturally fused together for a more complete subject-specific information recovery. Experiments were performed on synthetic and real data to show the benefits and potential clinical applicability of our framework.","mesh, color coded, small multiples",---,10.1007/978-3-642-15705-9_20.,n,
287,"Artistoo, a library to build, share, and explore simulations of cells and tissues in the web browser",Wortel and Textor,2021,simulation,2,-5,-4,3,6,"Cell, Tissue",Tissue,0,1,Physiology,Tool,0.25,0.25,0.5,1,"Allow users to explore the results of the simulation (what do the data look like), to change parameters of the simulation to analyze how the system can be changed, and to package this model in a visual way that can communicate to a broad audience what this simulation is doing",morphogenesis,tissue dynamics,"tissue, collection of cells",Bioinformatics,"A visual framework designed to allow users to understand the cellular potts model,  a model to analyze interacting cell systems. Main idea is to explore the output of the model - data are minimially abstracted from the simulation. Although we can see individual cells and their behaviors, the main goal is to understand how a collection of cells behave, so I would say the visualization goal is more on the tissue scale ",wolter-artistoo.jpg,"Wortel, Inge Mn; Textor, Johannes","The cellular Potts model (CPM) is a powerful in silico method for simulating biological processes at tissue scale. Their inherently graphical nature makes CPMs very accessible in theory, but in practice, they are mostly implemented in specialised frameworks users need to master before they can run simulations. We here present Artistoo (Artificial Tissue Toolbox), a JavaScript library for building ‘explorable’ CPM simulations where viewers can change parameters interactively, exploring their effects in real time. Simulations run directly in the web browser and do not require third-party software, plugins, or back-end servers. The JavaScript implementation imposes no major performance loss compared to frameworks written in C++; Artistoo remains sufficiently fast for interactive, real-time simulations. Artistoo provides an opportunity to unlock CPM models for a broader audience: interactive simulations can be shared via a URL in a zero-install setting. We discuss applications in CPM research, science dissemination, open science, and education.","cellular pots model, communication, outreach, model, cartoon",--,10.7554/eLife.61288,n,y
